Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Desert Mercenary	Off-Hell	0	14	338	2	3	85	198	merca201	merca221	15000	65	1620	45	1900	28	195	16	159	14	1038	36	300000	100	110	14	135	11	pole	spea	off	30	Jab	14	50	0	30	3	Fanaticism	1	300	0	6	6	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Comb-Normal	100	6	338	2	1	20	198	merca201	merca221	350	65	120	15	270	24	65	16	45	14	20	12	300000	10	18	10	25	15	pole	spea	comb	30	Jab	14	70	0	8	3	Defiance	1	300	0	2	6	Lightning Strike	4	60	3	1	3	Vengeance	4	50	3	3	3													2	2	2	0
Desert Mercenary	Comb-Normal	100	6	338	2	1	50	198	merca201	merca221	350	65	570	30	990	26	125	16	98	14	428	24	300000	48	56	12	80	13	pole	spea	comb	30	Jab	14	60	0	18	3	Defiance	1	300	0	7	6	Lightning Strike	4	150	3	11	3	Vengeance	4	140	3	13	3													2	2	2	0
Desert Mercenary	Comb-Normal	100	6	338	2	1	85	198	merca201	merca221	350	65	1620	45	1900	28	195	16	159	14	1196	36	300000	100	110	14	135	11	pole	spea	comb	30	Jab	14	50	0	30	3	Defiance	1	300	0	13	6	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Def-Normal	100	7	338	2	1	20	198	merca201	merca221	350	65	120	15	270	24	65	16	45	14	20	12	300000	10	18	10	25	15	pole	spea	def	30	Jab	14	70	0	8	3	Prayer	1	300	0	2	8	Lightning Strike	4	60	3	1	3	Vengeance	4	50	3	3	3													2	2	2	0
Desert Mercenary	Def-Normal	100	7	338	2	1	50	198	merca201	merca221	350	65	570	30	990	26	125	16	98	14	428	24	300000	48	56	12	80	13	pole	spea	def	30	Jab	14	60	0	18	3	Prayer	1	300	0	5	8	Lightning Strike	4	150	3	11	3	Vengeance	4	140	3	13	3													2	2	2	0
Desert Mercenary	Def-Normal	100	7	338	2	1	85	198	merca201	merca221	350	65	1620	45	1900	28	195	16	159	14	1196	36	300000	100	110	14	135	11	pole	spea	def	30	Jab	14	50	0	30	3	Prayer	1	300	0	9	8	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Off-Normal	100	8	338	2	1	20	198	merca201	merca221	350	65	120	15	270	24	65	16	45	14	20	12	300000	10	18	10	25	15	pole	spea	off	30	Jab	14	70	0	8	3	Holy Fire	1	300	0	3	4	Lightning Strike	4	60	3	1	3	Vengeance	4	50	3	3	3													2	2	2	0
Desert Mercenary	Off-Normal	100	8	338	2	1	50	198	merca201	merca221	350	65	570	30	990	26	125	16	98	14	428	24	300000	48	56	12	80	13	pole	spea	off	30	Jab	14	60	0	18	3	Holy Fire	1	300	0	10	4	Lightning Strike	4	150	3	11	3	Vengeance	4	140	3	13	3													2	2	2	0
Desert Mercenary	Off-Normal	100	8	338	2	1	85	198	merca201	merca221	350	65	1620	45	1900	28	195	16	159	14	1196	36	300000	100	110	14	135	11	pole	spea	off	30	Jab	14	50	0	30	3	Holy Fire	1	300	0	19	3	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Comb-Nightmare	100	9	338	2	2	50	198	merca201	merca221	7900	65	570	30	990	26	125	16	98	14	385	24	300000	48	56	12	80	13	pole	spea	comb	30	Jab	14	60	0	18	3	Might	1	300	0	7	5	Lightning Strike	4	150	3	11	3	Vengeance	4	140	3	13	3													2	2	2	0
Desert Mercenary	Comb-Nightmare	100	9	338	2	2	85	198	merca201	merca221	7900	65	1620	45	1900	28	195	16	159	14	1153	36	300000	100	110	14	135	11	pole	spea	comb	30	Jab	14	50	0	30	3	Might	1	300	0	14	4	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Def-Nightmare	100	10	338	2	2	50	198	merca201	merca221	7900	65	570	30	990	26	125	16	98	14	385	24	300000	48	56	12	80	13	pole	spea	def	30	Jab	14	60	0	18	3	Meditation	1	300	0	5	4	Lightning Strike	4	150	3	11	3	Vengeance	4	140	3	13	3													2	2	2	0
Desert Mercenary	Def-Nightmare	100	10	338	2	2	85	198	merca201	merca221	7900	65	1620	45	1900	28	195	16	159	14	1153	36	300000	100	110	14	135	11	pole	spea	def	30	Jab	14	50	0	30	3	Meditation	1	300	0	9	3	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Off-Nightmare	100	11	338	2	2	50	198	merca201	merca221	7900	65	570	30	990	26	125	16	98	14	385	24	300000	48	56	12	80	13	pole	spea	off	30	Jab	14	60	0	18	3	Thorns	1	300	0	10	3	Lightning Strike	4	150	3	11	3	Vengeance	4	140	3	13	3													2	2	2	0
Desert Mercenary	Off-Nightmare	100	11	338	2	2	85	198	merca201	merca221	7900	65	1620	45	1900	28	195	16	159	14	1153	36	300000	100	110	14	135	11	pole	spea	off	30	Jab	14	50	0	30	3	Thorns	1	300	0	22	3	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Comb-Hell	100	12	338	2	3	85	198	merca201	merca221	15000	65	1620	45	1900	28	195	16	159	14	1038	36	300000	100	110	14	135	11	pole	spea	comb	30	Jab	14	50	0	30	3	Conviction	1	300	0	6	6	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Def-Hell	100	13	338	2	3	85	198	merca201	merca221	15000	65	1620	45	1900	28	195	16	159	14	1038	36	300000	100	110	14	135	11	pole	spea	def	30	Jab	14	50	0	30	3	Salvation	1	300	0	6	6	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Desert Mercenary	Off-Hell	100	14	338	2	3	85	198	merca201	merca221	15000	65	1620	45	1900	28	195	16	159	14	1038	36	300000	100	110	14	135	11	pole	spea	off	30	Jab	14	50	0	30	3	Fanaticism	1	300	0	6	6	Lightning Strike	4	255	3	22	3	Vengeance	4	245	3	25	3													2	2	2	0
Eastern Sorceror	Fire-Normal	0	15	359	3	1	24	252	merca222	merca241	1000	65	180	9	175	12	49	14	40	16	15	12	300000	7	14	8	30	15	swor	shie	fire	10	Fire Ball	7	30	0	6	4	Shiver Armor	7	1000	0	5	6	Nova	7	45	0	5	5	Thunder Storm	7	750	0	6	3	Firestorm	7	45	0	5	5							2	2	2	1
Eastern Sorceror	Fire-Normal	0	15	359	3	1	54	252	merca222	merca241	1000	65	450	18	535	14	102	14	100	16	423	24	300000	37	44	10	85	13	swor	shie	fire	10	Fire Ball	7	30	0	13	3	Shiver Armor	7	1000	0	10	3	Nova	7	45	0	11	4	Thunder Storm	7	750	0	16	4	Firestorm	7	45	0	11	4							2	2	2	1
Eastern Sorceror	Fire-Normal	0	15	359	3	1	89	252	merca222	merca241	1000	65	1080	27	1025	16	163	14	170	16	1143	36	300000	80	87	12	140	11	swor	shie	fire	10	Fire Ball	7	30	0	25	3	Shiver Armor	7	1000	0	20	3	Nova	7	45	0	20	4	Thunder Storm	7	750	0	25	4	Firestorm	7	45	0	20	4							2	2	2	1
Eastern Sorceror	Cold-Normal	0	16	359	3	1	24	252	merca222	merca241	1500	65	180	9	175	12	49	14	40	16	15	12	300000	7	14	8	30	15	swor	shie	cold	10	Glacial Spike	7	240	0	6	4	Frozen Armor	7	1000	0	5	6	Frost Nova	7	45	0	5	5	Frozen Orb	7	45	5	5	4	Hurricane	7	45	0	5	4							2	2	2	1
Eastern Sorceror	Cold-Normal	0	16	359	3	1	54	252	merca222	merca241	1500	65	450	18	535	14	102	14	100	16	423	24	300000	37	44	10	85	13	swor	shie	cold	10	Glacial Spike	7	240	0	13	3	Frozen Armor	7	1000	0	10	3	Frost Nova	7	45	0	11	4	Frozen Orb	7	195	5	13	5	Hurricane	7	45	0	13	5							2	2	2	1
Eastern Sorceror	Cold-Normal	0	16	359	3	1	89	252	merca222	merca241	1500	65	1080	27	1025	16	163	14	170	16	1143	36	300000	80	87	12	140	11	swor	shie	cold	10	Glacial Spike	7	240	0	25	3	Frozen Armor	7	1000	0	20	3	Frost Nova	7	45	0	20	4	Frozen Orb	7	370	5	20	5	Hurricane	7	45	0	20	5							2	2	2	1
Eastern Sorceror	Ltng-Normal	0	17	359	3	1	24	252	merca222	merca241	1000	65	180	9	175	12	49	14	40	16	15	12	300000	7	14	8	30	15	swor	shie	ltng	10	Charged Bolt	7	60	0	8	4	Cyclone Armor	7	1000	0	5	6	Hydra	7	30	0	6	3	Chain Lightning	7	30	0	7	3	Fist of the Heavens	7	30	0	5	5							2	2	2	1
Eastern Sorceror	Ltng-Normal	0	17	359	3	1	54	252	merca222	merca241	1000	65	450	18	535	14	102	14	100	16	423	24	300000	37	44	10	85	13	swor	shie	ltng	10	Charged Bolt	7	60	0	15	3	Cyclone Armor	7	1000	0	10	3	Hydra	7	30	0	16	4	Chain Lightning	7	30	0	17	4	Fist of the Heavens	7	30	0	11	4							2	2	2	1
Eastern Sorceror	Ltng-Normal	0	17	359	3	1	89	252	merca222	merca241	1000	65	1080	27	1025	16	163	14	170	16	1143	36	300000	80	87	12	140	11	swor	shie	ltng	10	Charged Bolt	7	60	0	27	3	Cyclone Armor	7	1000	0	20	3	Hydra	7	30	0	25	4	Chain Lightning	7	30	0	25	4	Fist of the Heavens	7	30	0	20	4							2	2	2	1
Eastern Sorceror	Fire-Nightmare	0	18	359	3	2	54	252	merca222	merca241	9500	65	450	18	535	14	102	14	100	16	381	24	300000	37	44	10	85	13	swor	shie	fire	10	Fire Ball	7	30	0	13	3	Shiver Armor	7	1000	0	10	3	Nova	7	45	0	11	4	Thunder Storm	7	750	0	16	4	Firestorm	7	45	0	11	4							2	2	2	1
Eastern Sorceror	Fire-Nightmare	0	18	359	3	2	89	252	merca222	merca241	9500	65	1080	27	1025	16	163	14	170	16	1101	36	300000	80	87	12	140	11	swor	shie	fire	10	Fire Ball	7	30	0	25	3	Shiver Armor	7	1000	0	20	3	Nova	7	45	0	20	4	Thunder Storm	7	750	0	25	4	Firestorm	7	45	0	20	4							2	2	2	1
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	54	252	merca222	merca241	12000	65	450	18	535	14	102	14	100	16	381	24	300000	37	44	10	85	13	swor	shie	cold	10	Glacial Spike	7	60	0	13	3	Frozen Armor	7	1000	0	10	3	Frost Nova	7	45	0	11	4	Frozen Orb	7	195	5	13	5	Hurricane	7	45	0	13	5							2	2	2	1
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	89	252	merca222	merca241	12000	65	1080	27	1025	16	163	14	170	16	1101	36	300000	80	87	12	140	11	swor	shie	cold	10	Glacial Spike	7	60	0	25	3	Frozen Armor	7	1000	0	20	3	Frost Nova	7	45	0	20	4	Frozen Orb	7	370	5	20	5	Hurricane	7	45	0	20	5							2	2	2	1
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	54	252	merca222	merca241	10000	65	450	18	535	14	102	14	100	16	381	24	300000	37	44	10	85	13	swor	shie	ltng	10	Charged Bolt	7	60	0	15	3	Cyclone Armor	7	1000	0	10	3	Hydra	7	30	0	16	4	Chain Lightning	7	30	0	17	4	Fist of the Heavens	7	30	0	11	4							2	2	2	1
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	89	252	merca222	merca241	10000	65	1080	27	1025	16	163	14	170	16	1101	36	300000	80	87	12	140	11	swor	shie	ltng	10	Charged Bolt	7	60	0	27	3	Cyclone Armor	7	1000	0	20	3	Hydra	7	30	0	25	4	Chain Lightning	7	30	0	25	4	Fist of the Heavens	7	30	0	20	4							2	2	2	1
